Title,Rating,Voting,Duration,Duration (min),Genre
Full Clip for a Snitch,3.9,,1h 15m,75,Adventure
S-99,8.7,,1h 59m,119,Adventure
El Junior Del Patron,7.4,,1h 32m,92,Adventure
Xiao zi,3.5,,1h 41m,101,Adventure
Drunken Swordsman,6.7,,1h 31m,91,Adventure
Sehnsucht nach Firdaws,8.5,,1h 43m,103,Adventure
Los Hijos De Camelia y Emilio,6.4,,1h 22m,82,Adventure
Sesh Bazi,6.2,,2h 12m,132,Adventure
The End of Hen,9.8,,1h 7m,67,Adventure
Po du xing dong,6.8,,1h 19m,79,Adventure
Speed Fight,6.8,,1h 27m,87,Adventure
The Overseas Killer,6.4,,1h 44m,104,Adventure
The Kills,8.8,,1h 10m,70,Adventure
Jimmy's Friends,7.0,,1h 34m,94,Adventure
El Cartel De Teresa,8.0,,1h 36m,96,Adventure
The Vent,8.9,,3m,3,Adventure
Kyle and the Last Emerald,5.5,,20m,20,Adventure
Captain Superb and the Angel of Destiny,3.3,,2h,120,Adventure
Faster: Only one lap,6.9,,1h 30m,90,Adventure
Mahserin Üç Delisi,5.9,,1h 18m,78,Adventure
Lealtad o Morir,8.2,,1h 27m,87,Adventure
Siete Vidas - El Levanton,9.6,,45m,45,Adventure
Las Hermanas Del Cartel,8.2,,1h 31m,91,Adventure
Piri Reis: The Incredible Chart,6.9,,2h 18m,138,Adventure
Duelo De Capos,6.3,,1h 23m,83,Adventure
Luna de Hiel,5.8,,1h 23m,83,Adventure
Bring Back the Colour,6.4,,47m,47,Adventure
Spider-Man: Dimension Rift,8.4,,2h 7m,127,Adventure
Zen Fist,7.2,,45m,45,Adventure
Killer Lee,1.9,,1h 27m,87,Adventure
Mandya Haida,6.2,,2h 19m,139,Adventure
Action of Intelligenagency,6.7,,1h 25m,85,Adventure
Anger,8.8,,1h 23m,83,Adventure
Gadha17,8.0,,1h 30m,90,Adventure
Runnin' from Wolves,7.2,,2h 13m,133,Adventure
Bush Knife,7.0,,1h 30m,90,Adventure
Whispers of the Imperial City,6.8,,1h 30m,90,Adventure
Jefa De Jefas,8.2,,1h 22m,82,Adventure
Twisters,6.5,,2h 2m,122,Animation
Gladiator II,6.5,,2h 28m,148,Animation
Sonic the Hedgehog 3,6.9,,1h 50m,110,Animation
Kraven the Hunter,5.5,,2h 7m,127,Animation
Deadpool & Wolverine,7.6,,2h 8m,128,Animation
Civil War,7.0,,1h 49m,109,Animation
Dune: Part Two,8.5,,2h 46m,166,Animation
The Ministry of Ungentlemanly Warfare,6.8,,2h 2m,122,Animation
Venom: The Last Dance,6.0,,1h 50m,110,Animation
The Beekeeper,6.3,,1h 45m,105,Animation
The Count of Monte-Cristo,7.6,,2h 58m,178,Animation
Freaky Tales,7.2,,1h 47m,107,Animation
Furiosa: A Mad Max Saga,7.5,,2h 28m,148,Animation
Transformers One,7.6,,1h 44m,104,Animation
Carry-On,6.5,,1h 59m,119,Animation
Borderlands,4.7,,1h 41m,101,Animation
Fight or Flight,6.4,,1h 37m,97,Animation
The Fall Guy,6.8,,2h 6m,126,Animation
The Crow,4.7,,1h 51m,111,Animation
Road House,6.2,,2h 1m,121,Animation
Rebel Ridge,6.8,,2h 11m,131,Animation
Pushpa: The Rule - Part 2,6.1,,3h 21m,201,Animation
Madame Web,4.0,,1h 56m,116,Animation
The Lord of the Rings: The War of the Rohirrim,6.3,,2h 14m,134,Animation
Elevation,5.6,,1h 31m,91,Animation
Absolution,5.2,,1h 52m,112,Animation
Bad Boys: Ride or Die,6.5,,1h 55m,115,Animation
Red One,6.3,,2h 3m,123,Animation
Solo Leveling: ReAwakening,8.8,,2h 1m,121,Animation
Love Lies Bleeding,6.6,,1h 44m,104,Animation
Argylle,5.6,,2h 19m,139,Animation
Damsel,6.1,,1h 50m,110,Animation
William Tell,5.7,,2h 13m,133,Animation
The Union,5.4,,1h 47m,107,Animation
Godzilla x Kong: The New Empire,6.0,,1h 55m,115,Animation
Kingdom of the Planet of the Apes,6.9,,2h 25m,145,Animation
Land of Bad,6.6,,1h 53m,113,Animation
Hellboy: The Crooked Man,4.5,,1h 39m,99,Animation
Kung Fu Panda 4,6.3,,1h 34m,94,Animation
Werewolves,4.4,,1h 33m,93,Animation
Homestead,5.3,,1h 52m,112,Animation
Survive,4.5,,1h 30m,90,Animation
Monkey Man,6.8,,2h 1m,121,Animation
Aftermath,5.1,,1h 37m,97,Animation
The Killer's Game,5.8,,1h 44m,104,Animation
The Instigators,6.2,,1h 41m,101,Animation
Beverly Hills Cop: Axel F,6.4,,1h 58m,118,Animation
Lift,5.5,,1h 47m,107,Animation
Gunner,3.2,,1h 46m,106,Animation
Classified,3.7,,1h 45m,105,Animation
Blitz,6.2,,2h,120,Animation
Uglies,4.7,,1h 40m,100,Animation
Maharaja,8.4,,2h 21m,141,Animation
The Killer,5.7,,2h 6m,126,Animation
Old Guy,5.2,,1h 34m,94,Animation
Drive-Away Dolls,5.4,,1h 24m,84,Animation
Attack on Titan the Movie: The Last Attack,9.2,,2h 25m,145,Animation
Thelma,7.0,,1h 38m,98,Animation
Atlas,5.6,,1h 58m,118,Animation
Azrael,5.4,,1h 26m,86,Animation
Descendants: The Rise of Red,4.7,,1h 31m,91,Animation
Arcadian,5.5,,1h 32m,92,Animation
Toofan,7.4,,2h 25m,145,Animation
Watchmen: Chapter I,7.1,,1h 23m,83,Animation
Marco,6.8,,2h 25m,145,Animation
Apocalypse Z: The Beginning of the End,6.1,,1h 57m,117,Animation
Dirty Angels,4.3,,1h 44m,104,Animation
Canary Black,5.3,,1h 41m,101,Animation
Cash Out,4.8,,1h 32m,92,Animation
Trigger Warning,4.6,,1h 46m,106,Animation
Under Paris,5.2,,1h 44m,104,Animation
Kalki 2898 AD,7.0,,3h,180,Animation
Armor,3.5,,1h 29m,89,Animation
Long Gone Heroes,5.2,,1h 41m,101,Animation
Trouble,6.2,,1h 38m,98,Animation
Rebel Moon - Part Two: The Scargiver,5.3,,2h 2m,122,Animation
Jackpot!,5.8,,1h 46m,106,Animation
11 Rebels,6.3,,2h 35m,155,Animation
Twilight of the Warriors: Walled In,7.0,,2h 6m,126,Animation
Brothers,5.4,,1h 29m,89,Animation
Amaran,8.1,,2h 47m,167,Animation
The Shadow Strays,6.5,,2h 24m,144,Animation
Duchess,4.6,,1h 54m,114,Animation
The Silent Hour,6.1,,1h 39m,99,Animation
The Fix,4.6,,1h 38m,98,Animation
Red Right Hand,5.5,,1h 51m,111,Animation
Weekend in Taipei,5.7,,1h 40m,100,Animation
Hitpig,5.1,,1h 26m,86,Animation
Alien: Rubicon,2.4,,1h 26m,86,Animation
Watchmen: Chapter II,7.0,,1h 30m,90,Animation
Hounds of War,4.5,,1h 35m,95,Animation
Harbin,6.2,,1h 48m,108,Animation
Fighter,6.2,,2h 46m,166,Animation
Uprising,6.6,,2h 6m,126,Animation
No Way Up,4.6,,1h 30m,90,Animation
Boneyard,4.1,,1h 36m,96,Animation
Role Play,5.5,,1h 40m,100,Animation
Hagen,6.0,,2h 19m,139,Animation
Cloud,6.3,,2h 4m,124,Animation
Damaged,4.7,,1h 37m,97,Animation
Bangkok Dog,4.8,,1h 25m,85,Animation
Megamind vs. The Doom Syndicate,2.5,,1h 23m,83,Animation
Chief of Station,4.7,,1h 37m,97,Animation
Take Cover,5.1,,1h 30m,90,Animation
Relay,7.5,,1h 52m,112,Animation
The Prosecutor,6.7,,1h 57m,117,Animation
Karma,8.0,,2h 47m,167,Animation
Baby John,5.2,,2h 39m,159,Animation
The Courier,6.0,,1h 41m,101,Animation
Viduthalai Part 2,7.8,,2h 50m,170,Animation
The Thundermans Return,5.0,,1h 10m,70,Animation
Hanu Man,7.7,,2h 38m,158,Animation
Revolver,5.4,,1h 54m,114,Animation
Singham Again,4.7,,2h 24m,144,Animation
Justice League: Crisis on Infinite Earths - Part One,6.2,,1h 33m,93,Animation
Baby Invasion,4.6,,1h 20m,80,Animation
My Spy: The Eternal City,5.7,,1h 52m,112,Animation
Pusaka,5.2,,1h 30m,90,Animation
The Roundup: Punishment,6.6,,1h 49m,109,Animation
Sikandar Ka Muqaddar,6.0,,2h 22m,142,Animation
River of Blood,5.2,,1h 26m,86,Animation
Levels,5.0,,1h 33m,93,Animation
Darkness of Man,4.8,,1h 49m,109,Animation
The Quiet Ones,6.3,,1h 50m,110,Animation
One More Shot,5.4,,1h 43m,103,Animation
Zero,6.1,,1h 28m,88,Animation
"I, the Executioner",6.4,,1h 58m,118,Animation
Jigra,6.0,,2h 33m,153,Animation
Prey,3.7,,1h 26m,86,Animation
Devara Part 1,6.0,,2h 56m,176,Animation
Justice League: Crisis on Infinite Earths - Part Three,6.1,,1h 34m,94,Animation
Badland Hunters,5.9,,1h 47m,107,Animation
The Last of Us: Immunity,5.0,,1h 4m,64,Animation
My Hero Academia: You're Next,7.0,,1h 50m,110,Animation
Aavesham,7.8,,2h 35m,155,Animation
London Calling,7.5,,1h 49m,109,Animation
Sunray: Fallen Soldier,4.3,,1h 55m,115,Animation
Code 8: Part II,5.7,,1h 40m,100,Animation
Raqa,5.6,,1h 47m,107,Animation
Striking Rescue,5.7,,1h 46m,106,Animation
Ultraman: Rising,6.9,,1h 57m,117,Animation
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,,1h 44m,104,Animation
The Price of Money: A Largo Winch Adventure,5.0,,1h 40m,100,Animation
Dominique,5.3,,1h 40m,100,Animation
The Clean Up Crew,4.1,,1h 35m,95,Animation
Utopia,3.6,,1h 31m,91,Animation
Officer Black Belt,6.8,,1h 48m,108,Animation
Mafia Wars,3.4,,1h 34m,94,Animation
Air Force One Down,4.4,,1h 24m,84,Animation
Death Whisperer 2,6.4,,1h 50m,110,Animation
Dan Da Dan: First Encounter,8.2,,1h 23m,83,Animation
Joe Baby,7.4,,1h 26m,86,Animation
The Wages of Fear,4.6,,1h 44m,104,Animation
Night Call,6.8,,1h 37m,97,Animation
Pani,6.9,,2h 23m,143,Animation
KA,7.1,,2h 31m,151,Animation
Simarik,6.5,,1h 51m,111,Animation
Anaconda,4.9,,1h 24m,84,Animation
Cesium Fallout,6.4,,2h 16m,136,Animation
Dark Match,5.4,,1h 34m,94,Animation
Latency,4.2,,1h 34m,94,Animation
Article 370,7.8,,2h 38m,158,Animation
The Family Star,5.4,,2h 39m,159,Animation
Life After Fighting,6.4,,2h 6m,126,Animation
Kill Em All 2,4.1,,1h 28m,88,Animation
One Fast Move,5.0,,1h 48m,108,Animation
40 Acres,6.9,,1h 53m,113,Animation
Rogue Elements: A Ryan Drake Story,4.7,,44m,44,Animation
Murder Company,3.7,,1h 26m,86,Animation
Elyas,6.1,,1h 45m,105,Animation
Justice League: Crisis on Infinite Earths - Part Two,5.5,,1h 34m,94,Animation
Bougainvillea,6.4,,2h 18m,138,Animation
200% Wolf,5.9,,1h 38m,98,Animation
Savi,6.1,,2h 6m,126,Animation
Handsome Guys,6.5,,1h 41m,101,Animation
Lights Out,4.9,,1h 30m,90,Animation
Rifle Club,7.0,,1h 53m,113,Animation
Angels Fallen: Warriors of Peace,4.9,,1h 43m,103,Animation
The Greatest of All Time,5.7,,3h 3m,183,Animation
Alienoid: The Return to the Future,6.5,,2h 2m,122,Animation
Sixty Minutes,5.7,,1h 28m,88,Animation
City Hunter,6.3,,1h 42m,102,Animation
Vanvaas,6.6,,2h 40m,160,Animation
The Twisters,2.5,,1h 26m,86,Animation
Panda Plan,5.1,,1h 39m,99,Animation
Escape,6.4,,1h 34m,94,Animation
Bloody Escape: Bats out of Hell,5.5,,1h 40m,100,Animation
The Tiger's Apprentice,5.7,,1h 24m,84,Animation
Arena Wars,4.8,,1h 36m,96,Animation
Sorgavaasal,6.6,,2h 18m,138,Animation
Golden Kamuy,6.3,,2h 7m,127,Animation
Overlord: The Sacred Kingdom,6.9,,2h 15m,135,Animation
Saripodhaa Sanivaaram,7.0,,2h 46m,166,Animation
Agent Recon,2.4,,1h 25m,85,Animation
All the Lost Ones,3.7,,1h 46m,106,Animation
Heart of the Hunter,4.7,,1h 45m,105,Animation
Freedom,5.9,,1h 50m,110,Animation
Khadaan,7.1,,2h 17m,137,Animation
Agni,7.2,,2h 2m,122,Animation
Paradox Effect,6.0,,1h 27m,87,Animation
Operation Blood Hunt,3.4,,1h 33m,93,Animation
Wynonna Earp: Vengeance,5.6,,1h 36m,96,Animation
Everybody Loves Jenifa,8.3,,2h 15m,135,Animation
The Last Kumite,4.6,,1h 45m,105,Animation
Hijack 1971,6.8,,1h 40m,100,Animation
Bade Miyan Chote Miyan,3.8,,2h 43m,163,Animation
Die Hart 2: Die Harter,4.3,,1h 32m,92,Animation
Outlaw,5.2,,1h 22m,82,Animation
Sheriff,6.9,,2h 13m,133,Animation
Kahar: Kapla High Council,6.9,,1h 42m,102,Animation
Kanguva,4.5,,2h 32m,152,Animation
How to Rob a Bank,6.6,,1h 28m,88,Animation
Bad Boyz,3.2,,2h 30m,150,Animation
Guntur Kaaram,5.4,,2h 39m,159,Animation
Yodha,5.7,,2h 10m,130,Animation
A.R.M,7.1,,2h 30m,150,Animation
Hellhound,4.3,,1h 43m,103,Animation
Tales Beyond the Galaxy,4.7,,1h 16m,76,Animation
Devil's Knight,5.2,,1h 30m,90,Animation
72 Hours,4.1,,1h 27m,87,Animation
Nice Girls,4.2,,1h 32m,92,Animation
A Legend,4.7,,2h 9m,129,Animation
Black Heat,8.5,,1h 33m,93,Animation
Bonnie,7.3,,2h,120,Animation
Vettaiyan,7.0,,2h 43m,163,Animation
The Hangman,3.3,,1h 32m,92,Animation
Continental Split,3.6,,1h 28m,88,Animation
Chandu Champion,7.8,,2h 22m,142,Animation
Mahadev Ka Gorakhpur,7.6,,2h 11m,131,Animation
Fight Another Day,4.9,,1h 37m,97,Animation
Wanted Man,4.8,,1h 25m,85,Animation
Ferry 2,5.6,,1h 34m,94,Animation
Ryan's World the Movie: Titan Universe Adventure,1.8,,1h 20m,80,Animation
12 to Midnight,3.6,,1h 36m,96,Animation
The Last Front,5.5,,1h 38m,98,Animation
Bagheera,6.7,,2h 38m,158,Animation
The Lockdown,4.3,,1h 57m,117,Animation
WWII: Operation Phoenix,6.2,,1h 46m,106,Animation
Alien Country,4.4,,1h 36m,96,Animation
Snow White and the Seven Samurai,3.2,,1h 28m,88,Animation
War of the Worlds: Extinction,3.0,,1h 24m,84,Animation
Raayan,6.5,,2h 25m,145,Animation
The Firefighters,5.7,,1h 46m,106,Animation
Thangalaan,6.6,,2h 36m,156,Animation
Drive Back,4.6,,1h 34m,94,Animation
Vedaa,6.0,,2h 25m,145,Animation
Cells at Work!,6.7,,1h 49m,109,Animation
Rats!,6.6,,1h 25m,85,Animation
Jacob Tyler,4.3,,2h 13m,133,Animation
Dirty Money,5.6,,1h 40m,100,Animation
"Love, Courage and the Battle of Bushy Run",5.0,,1h 53m,113,Animation
Bionic,4.3,,1h 50m,110,Animation
Max,7.1,,2h 12m,132,Animation
The Ballad of Davy Crockett,4.6,,1h 36m,96,Animation
Mura,7.3,,2h 9m,129,Animation
Auron Mein Kahan Dum Tha,6.5,,2h 30m,150,Animation
Shark Warning,3.4,,1h 34m,94,Animation
Terminator: Skynet Rising,6.7,,1h 28m,88,Animation
Citizen of a Kind,6.7,,1h 54m,114,Animation
Escape from the 21st Century,6.5,,1h 38m,98,Animation
Art of Eight Limbs,4.0,,1h 41m,101,Animation
Kingdom 4: Return of the Great General,7.1,,2h 25m,145,Animation
Invasion,4.8,,1h 31m,91,Animation
Get Fast,3.7,,1h 28m,88,Animation
Eagle,5.9,,2h 39m,159,Animation
Mission: Cross,6.1,,1h 45m,105,Animation
Don't Mess with Grandma,6.0,,1h 21m,81,Animation
GTMax,5.0,,1h 40m,100,Animation
Bhaiyya Ji,4.8,,2h 30m,150,Animation
School of Magical Animals 3,5.8,,1h 45m,105,Animation
Naam,6.3,,2h 16m,136,Animation
Virunnu,6.9,,2h 5m,125,Animation
The Friendly,8.1,,1h 41m,101,Animation
Yolo,6.9,,2h 9m,129,Animation
Operation Undead,4.6,,1h 50m,110,Animation
Stuntman,6.9,,1h 54m,114,Animation
5 Pounds of Pressure,6.7,,1h 51m,111,Animation
Roadkill,3.7,,1h 30m,90,Animation
The Bouncer,4.1,,1h 18m,78,Animation
Conquer: Lahad Datu,6.6,,2h,120,Animation
Cassino in Ischia,4.4,,1h 53m,113,Animation
Martin,2.2,,2h 27m,147,Animation
Big City Greens the Movie: Spacecation,6.2,,1h 23m,83,Animation
Pimpinero: Blood and Oil,5.6,,2h 1m,121,Animation
Tillu Square,6.6,,2h 17m,137,Animation
The Last Ronin,4.9,,1h 55m,115,Animation
Hunting with Tigers,5.6,,1h 49m,109,Animation
Six jours,6.1,,1h 35m,95,Animation
Snatched,4.9,,1h 41m,101,Animation
Sons of Rizk 3,6.7,,2h 5m,125,Animation
Warrior Awang and Master Tok Gajah,4.6,,1h 58m,118,Animation
Nothing Even Matters,5.5,,1h 30m,90,Animation
Taken from Rio Bravo,3.0,,1h 20m,80,Animation
Crakk: Jeetega... Toh Jiyegaa,4.7,,2h 34m,154,Animation
No Time to Spy: A Loud House Movie,6.4,,1h 21m,81,Animation
American Underdog,8.7,,1h 29m,89,Animation
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.1,,2h 54m,174,Animation
Ka Whawhai Tonu,7.3,,1h 55m,115,Animation
Troubleshooters,6.5,,1h 50m,110,Animation
I Heart Robots,4.6,,1h 16m,76,Animation
The Charisma Killers,6.2,,1h 41m,101,Animation
Yudhra,5.0,,2h 22m,142,Animation
UI,6.8,,2h 15m,135,Animation
Je Jatt Vigarh Gya,5.6,,2h 12m,132,Animation
Spiders on a Plane,5.1,,1h 18m,78,Animation
The Moon Thieves,6.1,,1h 48m,108,Animation
Deaner '89,5.9,,1h 30m,90,Animation
Barroz: Guardian of Treasures,3.5,,2h 35m,155,Animation
Nu Huo 12 Xiao Shi,6.0,,1h 26m,86,Animation
Non Negotiable,5.4,,1h 27m,87,Animation
Big Rage,3.6,,1h 55m,115,Animation
Customs Frontline,5.4,,1h 55m,115,Animation
Agents,3.3,,1h 22m,82,Animation
Sasan,8.7,,2h 35m,155,Animation
Razakar: The Silent Genocide of Hyderabad,7.4,,2h 46m,166,Animation
Tiger's Trigger,4.2,,1h 24m,84,Animation
S.T.A.L.K.E.R.: Shadow of the Zone,5.1,,1h 12m,72,Animation
Garudan,7.1,,2h 13m,133,Animation
Mongol,8.6,,2h 35m,155,Animation
Ghost Killer,7.0,,1h 45m,105,Animation
Checkmate,4.3,,1h 44m,104,Animation
Rajakili,6.7,,2h 2m,122,Animation
Crisis Negotiators,6.7,,2h,120,Animation
Baby Assassins: Nice Days,7.3,,1h 43m,103,Animation
Lady Scorpions,3.6,,1h 41m,101,Animation
The Kingdom,7.9,,2h 13m,133,Animation
Mirza: Part 1 - Joker,6.8,,2h 45m,165,Animation
Love You to Debt,6.2,,2h 15m,135,Animation
Mr. Bachchan,3.6,,2h 30m,150,Animation
The Experts,6.1,,2h 1m,121,Animation
Black Creek,7.7,,1h 56m,116,Animation
Go for Broke,5.7,,1h 55m,115,Animation
Babu,7.4,,2h 22m,142,Animation
Eye for an Eye 2,6.6,,1h 30m,90,Animation
Crosspoint,6.5,,1h 40m,100,Animation
Ayalaan,6.0,,2h 35m,155,Animation
Iron Fighter,3.7,,1h 20m,80,Animation
The Day Everything Changed,8.0,,1h 37m,97,Animation
Lal Salaam,4.5,,2h 30m,150,Animation
Midas,4.7,,1h 25m,85,Animation
Mobile Suit Gundam SEED Freedom,6.6,,2h 4m,124,Animation
Paradise,6.9,,1h 23m,83,Animation
Rendel: Cycle of Revenge,3.6,,1h 39m,99,Animation
(Pri)sons,5.0,,1h 40m,100,Animation
Breaking and Re-entering,5.8,,1h 49m,109,Animation
The Plot,4.8,,1h 40m,100,Animation
Baki Hanma VS Kengan Ashura,5.7,,1h 2m,62,Animation
UmroAyyar - A New Beginning,6.9,,2h 15m,135,Animation
Purushothamudu,5.1,,2h,120,Animation
Bidurbhai,9.2,,2h 28m,148,Animation
Aserb: The Squadron,5.2,,2h,120,Animation
Sikaar,8.3,,2h 30m,150,Animation
6 Hours Away,3.9,,1h 33m,93,Animation
Kizumonogatari: Koyomi Vamp,7.0,,2h 24m,144,Animation
Harom Hara,6.6,,2h 34m,154,Animation
Gandhi 3,5.5,,2h 23m,143,Animation
Yuva,5.8,,2h 33m,153,Animation
Appudo Ippudo Eppudo,4.7,,2h,120,Animation
Hit List,5.5,,2h 5m,125,Animation
Road Wars: Max Fury,2.0,,1h 23m,83,Animation
Ruslaan,3.3,,2h,120,Animation
Malayalee from India,5.6,,2h 40m,160,Animation
Fighting the Fire,8.5,,1h 55m,115,Animation
Bangkok Breaking: Heaven and Hell,5.8,,2h 26m,146,Animation
Star Abyss,3.8,,1h 26m,86,Animation
Siren,6.4,,2h 34m,154,Animation
Sabari,6.5,,2h 9m,129,Animation
They Call Her Death,6.8,,1h 32m,92,Animation
Bachhala Malli,8.3,,2h 20m,140,Animation
Correr para Vivir,7.0,,1h 37m,97,Animation
The Heist,6.9,,2h,120,Animation
Anunnakiler,2.5,,1h 16m,76,Animation
First Nights at Freddy's,9.3,,1h 38m,98,Animation
Hunt the Wicked,5.3,,1h 42m,102,Animation
Malaikottai Vaaliban,6.0,,2h 36m,156,Animation
Bureau 749,4.0,,2h 3m,123,Animation
Double Ismart,2.9,,2h 36m,156,Animation
Samandar,7.7,,2h 52m,172,Animation
Operation Valentine,5.3,,2h 13m,133,Animation
The Traveller,5.2,,2h 14m,134,Animation
Alangu,8.1,,2h 11m,131,Animation
The Actor,3.4,,2h 8m,128,Animation
Drive,5.6,,1h 30m,90,Animation
Kondal,5.4,,2h 27m,147,Animation
Clownface 3,9.0,,1h 44m,104,Animation
My Fathers' Daughter,6.7,,1h 18m,78,Animation
The Lost Tiger,7.9,,1h 30m,90,Animation
Bohurupi,8.3,,2h 35m,155,Animation
The Epidemic,5.7,,1h 35m,95,Animation
The Unbreakable Bunch,7.3,,R,0,Animation
12 Gaun,6.3,,2h 27m,147,Animation
Fyre Rises,6.5,,1h 50m,110,Animation
Bhaje Vaayu Vegam,6.1,,2h 16m,136,Animation
Shark Island,3.2,,1h 21m,81,Animation
Buddy,3.8,,2h 17m,137,Animation
Die Chaosschwestern und Pinguin Paul,5.7,,1h 40m,100,Animation
Memes & Nightmares,5.7,,1h 21m,81,Animation
Zebra,7.2,,2h 44m,164,Animation
Camp Blood: Clown Shark,3.3,,1h 10m,70,Animation
Jorge da Capadócia,6.4,,1h 59m,119,Animation
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.9,,1h 30m,90,Animation
Turbo,5.9,,2h 35m,155,Animation
Captain Miller,6.5,,2h 37m,157,Animation
Where Is Gilgamesh?,9.0,,1h 30m,90,Animation
Mazhai Pidikatha Manithan,4.5,,2h 13m,133,Animation
Game On,5.3,,2h 20m,140,Animation
Hitler,5.2,,2h 8m,128,Animation
Por,5.1,,2h 34m,154,Animation
Prepare to Die,4.6,,1h 33m,93,Animation
Red vs. Blue: Restoration,5.6,,1h 25m,85,Animation
Tòkunbò,3.9,,1h 53m,113,Animation
Sucha Soorma,6.4,,2h 16m,136,Animation
Mummy Shark,2.0,,1h 6m,66,Animation
Buying Time,6.2,,1h 24m,84,Animation
Ship of the Damned,2.8,,1h 28m,88,Animation
Bull Shark 2,2.9,,1h 15m,75,Animation
Ghosts of Red Ridge,3.3,,1h 21m,81,Animation
Taklee Genesis x Worlds Collide,5.4,,2h 26m,146,Animation
Bastar: The Naxal Story,6.4,,2h 4m,124,Animation
The Mick and the Trick,4.9,,1h 36m,96,Animation
Mission: Chapter 1,5.9,,2h 24m,144,Animation
Ameena,6.4,,1h 47m,107,Animation
Spirit Riser,6.7,,1h 38m,98,Animation
Touchdown,6.8,,1h 18m,78,Animation
Speed 220,6.8,,1h 54m,114,Animation
Echo 8,3.9,,1h 36m,96,Animation
The Desperate Chase,5.5,,1h 50m,110,Animation
The Omicron Killer,2.9,,1h 38m,98,Animation
Sayen: The Huntress,4.4,,1h 28m,88,Animation
Agastya - Chapter 1,6.9,,2h 48m,168,Animation
Matka,4.7,,2h 36m,156,Animation
Gangs of Godavari,5.0,,2h 45m,165,Animation
Ame no naka no yokujô,5.9,,2h 12m,132,Animation
Losing Lerato 2,9.1,,1h 36m,96,Animation
Kung Fu Games,3.3,,1h 38m,98,Animation
Diabel,5.1,,1h 48m,108,Animation
Shu Si Yi Bo,6.7,,1h 31m,91,Animation
Guy Manley: Super Spy,4.4,,1h 32m,92,Animation
Ballistic,2.2,,1h 35m,95,Animation
The Circuit 4: Faith Fighter,4.3,,1h 30m,90,Animation
I Am What I Am 2,7.5,,2h 14m,134,Animation
DNA,5.1,,2h 36m,156,Animation
The Last Chainsaw Massacre,3.7,,1h 15m,75,Animation
Vixen,5.3,,1h 28m,88,Animation
Young Lion of the West,5.2,,1h 33m,93,Animation
Sunfall,2.3,,1h 14m,74,Animation
Onsen shâku,5.9,,1h 10m,70,Animation
Panjab Files,8.2,,1h 57m,117,Animation
Mathu Vadalara 2,7.0,,2h 19m,139,Animation
Clone Cops,6.2,,1h 36m,96,Animation
Saindhav,5.1,,2h 18m,138,Animation
Blade of Fury,6.1,,1h 30m,90,Animation
Jathara,7.8,,2h 9m,129,Animation
How to Make a Werewolf,5.9,,16+,0,Animation
Mutant,4.5,,1h 30m,90,Animation
High Forces,5.7,,1h 59m,119,Animation
Bonus Trip,4.6,,1h 53m,113,Animation
Formed Police Unit,4.6,,2h,120,Animation
Sous écrous,5.3,,1h 51m,111,Animation
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.0,,50m,50,Animation
The Infallibles,4.8,,1h 39m,99,Animation
Dange,5.3,,2h 34m,154,Animation
Transformers Prime: Galavatron's Revenge,3.4,,1h 44m,104,Animation
Raju Gari Ammayi Naidu Gari Abbayi,8.2,,2h 38m,158,Animation
Kill Craft,2.4,,1h 39m,99,Animation
24 Hours to D-Day,4.8,,1h 23m,83,Animation
Rebel,3.1,,1h 40m,100,Animation
Thundu,5.0,,2h 5m,125,Animation
The Grey Men,6.4,,1h 37m,97,Animation
Marni: The Story of Wewe Gombel,5.8,,1h 59m,119,Animation
The Wild Blade of Strangers,6.2,,1h 42m,102,Animation
Oru Anveshanathinte Thudakkam,7.1,,3h 1m,181,Animation
Black Storm,6.7,,1h 37m,97,Animation
Dragon Ball Z Kai,8.5,,1h 22m,82,Animation
Bhairadevi,8.7,,2h 14m,134,Animation
The Miranda Brothers,4.4,,1h 39m,99,Animation
Ape X Mecha Ape: New World Order,2.8,,1h 27m,87,Animation
Jithender Reddy,7.9,,2h 16m,136,Animation
Kali,5.1,,1h 36m,96,Animation
Shekko,6.0,,2h,120,Animation
In Tenebras: Into the Darkness,3.3,,1h 30m,90,Animation
Indrani: Epic-1 Dharam vs Karam,7.6,,2h 37m,157,Animation
Dreams,7.6,,1h 46m,106,Animation
Karma,4.1,,1h 51m,111,Animation
Sector 17,5.5,,2h 26m,146,Animation
Gam Gam Ganesha,5.3,,2h 20m,140,Animation
Serra das Almas,5.4,,2h,120,Animation
Devaki Nandana Vasudeva,6.6,,2h 8m,128,Animation
Desperado,5.9,,1h 40m,100,Animation
Athhoi,8.0,,2h 38m,158,Animation
Kadakan,4.0,,2h 8m,128,Animation
Gold Raiders,2.0,,1h 28m,88,Animation
Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7,,2h 9m,129,Animation
Bandaa Singh Chaudhary,6.2,,1h 53m,113,Animation
Texas Twister,2.5,,1h 28m,88,Animation
Captain Avispa,5.8,,1h 36m,96,Animation
Kamen Rider 555 20th: Paradise Regained,5.9,,1h 5m,65,Animation
Death Game,6.3,,1h 28m,88,Animation
